name,corr spearman,pval spearman,t_stat,t_pval,u_stat,u_pval,chi2_flat_stat,chi2_flat_pval,chi2_2d_stat,chi2_2d_pval,chi2_3d_stat,chi2_3d_pval,MSE,RMSE,MSE raw,RMSE raw,ks_stat1,ks_pval1,ks_stat2,ks_pval2,ks_test_eq,ks_pval_eq,levene_stat,levene_pval,corr_pearson,pval_pearson,ttind_stat,ttind_pval,ttrel_stat,ttrel_pval
random_cube,-0.006178094412519289,0.19911819606115783,118636713.0,0.0,1697216365.0,0.0,None,None,None,None,None,None,0.9070741956611932,0.9524044286232572,0.9070741956611932,0.9524044286232572,0.5010276634437385,0.0,0.5,0.0,0.8004398148148149,0.0,426.5029235941442,1.588349347468162e-94,0.005079893424179789,0.2910539862131608,-5.795788731024607,6.823625670085079e-09,-5.798104014514048,6.753467054491127e-09
mati-sim 100k_original_params_cube,0.7134872674235138,0.0,37794741.0,0.0,661377903.5,0.0,None,None,None,None,None,None,0.25764390577762303,0.5075863530253971,0.25764390577762303,0.5075863530253971,0.5,0.0,0.5,0.0,0.3541203703703703,0.0,95.91523416820745,1.2320958627730487e-22,0.8664464215593154,0.0,-9.793710176762215,1.231148294666723e-22,-22.437125344390214,7.369384544774622e-111
mati-sim 10k_original_params_cube,0.5068127598286368,0.0,31298748.0,0.0,535962187.0,0.0,None,None,None,None,None,None,0.38504152096085303,0.6205171399412373,0.38504152096085303,0.6205171399412373,0.5,0.0,0.5,0.0,0.46645833333333336,0.0,105.07377373459772,1.2156243054106654e-24,0.7632075187193222,0.0,-10.250627086932564,1.2146553636048899e-24,-19.244166026992406,3.49313562147519e-82
mati-sim 10mln_original_params_cube,0.9296116507035123,0.0,16590360.0,0.0,850074393.0,5.423832406274477e-129,None,None,None,None,None,None,0.21793047723924988,0.466830244563535,0.21793047723924988,0.466830244563535,0.5,0.0,0.5,0.0,0.11789351851851854,4.941337106636281e-262,87.08980397012888,1.0605649048605138e-20,0.8939929900945187,0.0,-9.332269958162156,1.0597838214017368e-20,-23.348608225147988,7.886574219624887e-120
mati-sim 1mln_original_params_cube,0.8538842220136542,0.0,28430616.0,0.0,775823297.0,0.0,None,None,None,None,None,None,0.2333546151018878,0.4830679197606562,0.2333546151018878,0.4830679197606562,0.5,0.0,0.5,0.0,0.22567129629629634,0.0,87.76949923233028,7.523893446986493e-21,0.882404967893295,0.0,-9.368616594529248,7.518280390977163e-21,-22.659304080044777,5.1621158933991244e-113
mc456_mc_100k_original_params_cube,0.768627411023986,0.0,101600167.0,0.0,712062105.0,0.0,None,None,None,None,None,None,0.11663216158582482,0.3415145115303665,0.11663216158582482,0.3415145115303665,0.5,0.0,0.5,0.0,0.31284722222222217,0.0,0.0466323317616514,0.8290309692238722,0.9362224046539355,0.0,0.21587082664579632,0.8290889475134483,0.8543962938336531,0.392890186713577
mc456_mc_100mln_original_params_cube,0.989450758704181,0.0,29811.0,0.23652098572957891,932999200.0,0.9725522407277638,None,None,None,None,None,None,0.014348310195034889,0.11978443218980875,0.014348310195034889,0.11978443218980875,0.5,0.0,0.5,0.0,0.00030092592592601,1.0,0.0007200674610233339,0.978592138933998,0.9920589986941382,0.0,-0.026834028931821307,0.9785921737960701,-0.3011256218515127,0.7633201531383156
mc456_mc_10k_original_params_cube,0.5879467646714484,0.0,63973026.0,0.0,582437819.5,0.0,None,None,None,None,None,None,0.34989510534147705,0.5915193194997751,0.34989510534147705,0.5915193194997751,0.5,0.0,0.5,0.0,0.4310648148148148,0.0,0.07694796162177153,0.7814775179218392,0.806881760043692,0.0,-0.27746933752584146,0.7814204108250641,-0.6313976510308701,0.5277838923273983
mc456_mc_10mln_original_params_cube,0.9473615653495512,0.0,145630121.0,0.00018513003284955203,884697619.0,1.1438758904483083e-44,None,None,None,None,None,None,0.027022180750002324,0.16438424726841172,0.027022180750002324,0.16438424726841172,0.5,0.0,0.5,0.0,0.09460648148148149,1.039516822464671e-168,0.004482944585604105,0.9466178456531759,0.9850482279512535,0.0,0.06687906222713554,0.9466781363854887,0.5468930032329038,0.5844550677803022
mc456_mc_1mln_original_params_cube,0.8829125296441503,0.0,127356324.0,2.4278004924268757e-88,814609924.5,4.890821284378113e-270,None,None,None,None,None,None,0.056248639645643014,0.23716795661649365,0.056248639645643014,0.23716795661649365,0.5,0.0,0.5,0.0,0.19578703703703704,0.0,0.010127107589578462,0.919841611331555,0.9687812584380744,0.0,-0.10070798868176646,0.919782503247037,-0.5697925817777938,0.5688213505028377
