name,corr spearman,pval spearman,t_stat,t_pval,u_stat,u_pval,chi2_flat_stat,chi2_flat_pval,chi2_2d_stat,chi2_2d_pval,chi2_3d_stat,chi2_3d_pval,MSE,RMSE,MSE raw,RMSE raw,ks_stat1,ks_pval1,ks_stat2,ks_pval2,ks_test_eq,ks_pval_eq,levene_stat,levene_pval,corr_pearson,pval_pearson,ttind_stat,ttind_pval,ttrel_stat,ttrel_pval
random_cube,-0.0036950399584516225,0.4424990479287739,335859372.0,0.0,866216254.0,2.0140431738716317e-74,None,None,None,None,None,None,0.1146399420750763,0.3385852065213073,0.1146399420750763,0.3385852065213073,0.5475815838145274,0.0,0.5072041783740369,0.0,0.5048379629629629,0.0,18308.92793113223,0.0,0.0025699150857674056,0.5932500413456813,-76.82797613180632,0.0,-76.83132434844622,0.0
mc456_mc_100k_my_params_cube,0.9550462253289119,0.0,465303912.0,0.6250115964700844,930797591.0,0.5263695799352285,None,None,None,None,None,None,0.007634158018070655,0.0873736689058589,0.007634158018070655,0.0873736689058589,0.5057197504624639,0.0,0.5072041783740369,0.0,0.01835648148148148,9.406243643213453e-07,0.3114780915474365,0.5767760287380959,0.9620876237919351,0.0,0.18119849688266154,0.8562121994288051,0.9305751519101532,0.35207857301856893
mc456_mc_100mln_my_params_cube,0.9787936693973879,0.0,182298.0,0.5359166592471589,933552532.0,0.9060712690428694,None,None,None,None,None,None,0.0040522009303213926,0.06365690009984301,0.0040522009303213926,0.06365690009984301,0.5072041783740369,0.0,0.5072041783740369,0.0,0.0009953703703703964,1.0,0.026322748361666568,0.871114982246082,0.9797992295174771,0.0,0.19501832305219477,0.8453790618651138,1.3719276796747069,0.17009307693795117
mc456_mc_10k_my_params_cube,0.892957568885234,0.0,450095290.0,2.068298391496806e-10,906381466.0,3.001613408960443e-13,None,None,None,None,None,None,0.02042652057161481,0.14292137898724183,0.02042652057161481,0.14292137898724183,0.5003655497141858,0.0,0.5072041783740369,0.0,0.08236111111111111,6.605266148499307e-128,16.362656627955417,5.235107833098616e-05,0.9017336454470357,0.0,0.20194192141370412,0.8399626040559316,0.6427998211764601,0.5203574107886795
mc456_mc_10mln_my_params_cube,0.9775897526550656,0.0,454762839.0,5.227070872203569e-06,933047884.0,0.9843040300627476,None,None,None,None,None,None,0.0038757276344302313,0.062255342215991646,0.0038757276344302313,0.062255342215991646,0.5071911381094512,0.0,0.5072041783740369,0.0,0.0014583333333333393,0.9999999999666431,0.008854461371199773,0.9250314101048401,0.9806706150155687,0.0,0.06576271493498011,0.9475668932765651,0.4730102506641003,0.6362082558552931
mc456_mc_1mln_my_params_cube,0.9724619603887111,0.0,459275695.0,0.004886523821454567,932297483.0,0.8224584290896657,None,None,None,None,None,None,0.004405362719588761,0.06637290651756002,0.004405362719588761,0.06637290651756002,0.5069766122364132,0.0,0.5072041783740369,0.0,0.003981481481481482,0.8819052992487633,0.035100015458587416,0.8513866772694298,0.9779919212932626,0.0,0.0609085795208131,0.9514321575470996,0.41056522359972886,0.6813934045777715
mc456_p_100k_my_params_tiss_id_4_g_0_9_ls_down_cube,0.9573795194762,0.0,465599508.0,0.7078684588660251,930285237.0,0.43932782986632946,None,None,None,None,None,None,0.0073086741206975355,0.08549078383485284,0.0073086741206975355,0.08549078383485284,0.5057197504624639,0.0,0.5072041783740369,0.0,0.018611111111111113,6.262019756765606e-07,0.20053654506818472,0.6542892332359203,0.9636373566423021,0.0,0.04537208542357216,0.9638108355310209,0.23793470447970036,0.811932866512868
mc456_p_10k_my_params_tiss_id_4_g_0_9_ls_down_cube,0.8924564084787058,0.0,449632976.0,6.380496829018028e-11,906229940.0,2.2062978754448632e-13,None,None,None,None,None,None,0.020963144042263373,0.1447865464822729,0.020963144042263373,0.1447865464822729,0.5003655497141858,0.0,0.5072041783740369,0.0,0.08189814814814815,1.7825786908247596e-126,16.365317954125356,5.227763319542159e-05,0.8993254505704742,0.0,0.20966457102026978,0.8339299734753338,0.6592496352742601,0.5097389924126046
mc456_p_10mln_my_params_tiss_id_4_g_0_9_ls_down_cube,0.9762664071109621,0.0,454908006.0,6.812738418857766e-06,932951724.0,0.9633852621418643,None,None,None,None,None,None,0.0043857249963562125,0.06622480650297298,0.0043857249963562125,0.06622480650297298,0.5071909744991422,0.0,0.5072041783740369,0.0,0.001296296296296351,0.9999999999999664,0.0023940086688497377,0.9609763035088382,0.9781601601991814,0.0,-0.060412365857817216,0.9518273498471308,-0.40878993546005815,0.682695852946483
mc456_p_1mln_my_params_tiss_id_4_g_0_9_ls_down_cube,0.9708653446670485,0.0,458554242.0,0.0019830832899659823,931996179.0,0.7591627445569407,None,None,None,None,None,None,0.005001472138046963,0.0707210869405085,0.005001472138046963,0.0707210869405085,0.5069719267259856,0.0,0.5072041783740369,0.0,0.004050925925925925,0.8688944666573792,0.022276776188304374,0.8813535076670169,0.9750608781421592,0.0,0.0453828634572714,0.9638022447785517,0.28735736339762313,0.7738400824672991
