name,corr spearman,pval spearman,t_stat,t_pval,u_stat,u_pval,chi2_flat_stat,chi2_flat_pval,chi2_2d_stat,chi2_2d_pval,chi2_3d_stat,chi2_3d_pval,MSE,RMSE,MSE raw,RMSE raw,ks_stat1,ks_pval1,ks_stat2,ks_pval2,ks_test_eq,ks_pval_eq,levene_stat,levene_pval,corr_pearson,pval_pearson,ttind_stat,ttind_pval,ttrel_stat,ttrel_pval
random_cube,0.0006728078404972436,0.8951119582463356,124717717.0,0.0,1331424409.0,0.0,None,None,None,None,None,None,3796.2165913668246,61.61344489124776,3796.2165913668246,61.61344489124776,0.8285712516429943,0.0,0.5,0.0,0.8898697916666667,0.0,720.6714048381345,5.156886440780747e-158,-0.00340761332140666,0.5043038422799403,-16.606535504529358,8.015332194894906e-62,-16.603284047168106,1.0834602370856645e-61
mati-sim veins 1000_fotonów_cube,None,None,0.0,0.0,653318400.0,0.0,None,None,None,None,None,None,3894.4496054816154,62.4055254403135,3894.4496054816154,62.4055254403135,0.5,0.0,0.5,0.0,0.11388020833333334,2.3171079632089023e-217,1350.6830410849147,3.9116641988783914e-293,None,None,-36.75163997816853,3.9116641991617234e-293,-36.75163997816853,1.2224952424325519e-290
mati-sim veins 100_000_fotonów_cube,0.98954922147619,0.0,1757.0,0.7573746022288345,737361763.5,0.9615495390165208,None,None,None,None,None,None,78.5489462276288,8.862784338323301,78.5489462276288,8.862784338323301,0.5,0.0,0.5,0.0,0.0002083333333333659,1.0,3.543734875180637e-05,0.9952502946310466,0.9895825160402767,0.0,0.005952927746227597,0.9952502943747215,0.058323914954061085,0.9534909220456724
mati-sim veins 100_fotonow_propEnvVec_cube,None,None,0.0,0.0,653203200.0,0.0,None,None,None,None,None,None,3889.2096422634827,62.363528141562696,3889.2096422634827,62.363528141562696,0.5,0.0,0.5,0.0,0.11403645833333331,5.855255468339612e-218,1352.4074605664766,1.6753775650351776e-293,None,None,-36.7750929375641,1.6753775651546343e-293,-36.7750929375641,5.312007375407777e-291
mati-sim veins 100_fotonów_cube,None,None,0.0,0.0,653318400.0,0.0,None,None,None,None,None,None,3902.1227613124424,62.46697336443028,3902.1227613124424,62.46697336443028,0.5,0.0,0.5,0.0,0.11388020833333334,2.3171079632089023e-217,1349.614295413176,6.616006021028878e-293,None,None,-36.73709699218456,6.616006021488861e-293,-36.73709699218456,2.0492989279229725e-290
mati-sim veins 10_000_fotonów_cube,0.2793223681645529,0.0,962775.0,0.0,661423983.0,0.0,None,None,None,None,None,None,4044.5990950215405,63.59716263341896,4044.5990950215405,63.59716263341896,0.5,0.0,0.5,0.0,0.10317708333333331,2.0726837908169876e-178,938.9578898603412,5.781454903219321e-205,0.06763314204692729,3.5446940923611947e-40,-30.642419778149723,5.781454903609777e-205,-31.21482444958485,2.962681930586942e-211
