name,corr spearman,pval spearman,t_stat,t_pval,u_stat,u_pval,chi2_flat_stat,chi2_flat_pval,chi2_2d_stat,chi2_2d_pval,chi2_3d_stat,chi2_3d_pval,MSE,RMSE,MSE raw,RMSE raw,ks_stat1,ks_pval1,ks_stat2,ks_pval2,ks_test_eq,ks_pval_eq,levene_stat,levene_pval,corr_pearson,pval_pearson,ttind_stat,ttind_pval,ttrel_stat,ttrel_pval
random_cube,0.00032856168489111436,0.35955680886203045,11839689701882.0,0.0,27759295960808.0,0.0,None,None,None,None,None,None,0.09413616695973509,0.30681617779989223,0.09413616695973509,0.30681617779989223,0.5010654168171667,0.0,0.5065898970929626,0.0,0.245184670781893,0.0,1058726.7165121294,0.0,0.00026106052838963806,0.46662600554296596,-828.8055132951359,0.0,-828.8589709898393,0.0
mc456_mc_100mln_my_params_tiss_id_4_g_0_1__cube,0.9095256355840005,0.0,5293185458451.0,0.0,15819637588654.0,0.0,None,None,None,None,None,None,0.2122998135539441,0.4607600390159113,0.2122998135539441,0.4607600390159113,0.5000300028761296,0.0,0.5065898970929626,0.0,0.49448816872427986,0.0,31444.310679292157,0.0,0.5771966956261149,0.0,-83.18352889879502,0.0,-113.74500527731924,0.0
mc456_mc_100mln_my_params_tiss_id_4_g_0_2__cube,0.9117438764766377,0.0,5756119961384.0,0.0,16773223027644.0,0.0,None,None,None,None,None,None,0.2043407096212505,0.45204060616414815,0.2043407096212505,0.45204060616414815,0.5000546237329566,0.0,0.5065898970929626,0.0,0.46949215534979427,0.0,43898.841780275965,0.0,0.5916691963666113,0.0,-48.86922795919607,0.0,-67.69215800296648,0.0
mc456_mc_100mln_my_params_tiss_id_4_g_0_3__cube,0.9138629241659946,0.0,6304934852677.0,0.0,17845987806870.0,0.0,None,None,None,None,None,None,0.1936280136642571,0.44003183255789247,0.1936280136642571,0.44003183255789247,0.5000986886518616,0.0,0.5065898970929626,0.0,0.4411909722222222,0.0,58783.66393491775,0.0,0.6074139113600084,0.0,-13.34983697418737,1.1876972794453787e-40,-18.79323358817273,8.613589462294045e-79
mc456_mc_100mln_my_params_tiss_id_4_g_0_4__cube,0.9162100545100118,0.0,6961881574141.0,0.0,19062895480814.0,0.0,None,None,None,None,None,None,0.17883311689671455,0.4228866478108697,0.17883311689671455,0.4228866478108697,0.5001771150731645,0.0,0.5065898970929626,0.0,0.4082238940329218,0.0,75842.29053875603,0.0,0.6265240428298476,0.0,22.970819129549323,9.168561237920073e-117,33.06874421857469,8.694763245150641e-240
mc456_mc_100mln_my_params_tiss_id_4_g_0_5__cube,0.9189691691563504,0.0,7753806510039.0,0.0,20470930436604.0,0.0,None,None,None,None,None,None,0.15931759483387012,0.39914608207255414,0.15931759483387012,0.39914608207255414,0.5003219734599033,0.0,0.5065898970929626,0.0,0.3689167952674897,0.0,94277.83411860911,0.0,0.6495832998506739,0.0,59.9222574793733,0.0,89.01497637951543,0.0
mc456_mc_100mln_my_params_tiss_id_4_g_0_6__cube,0.9229661495400953,0.0,8721762934280.0,0.0,22135470774139.0,0.0,None,None,None,None,None,None,0.13315919617881616,0.36490984664546416,0.13315919617881616,0.36490984664546416,0.5006053530036693,0.0,0.5065898970929626,0.0,0.3200684156378601,0.0,110550.24048400568,0.0,0.6801150811665468,0.0,94.8513189894711,0.0,147.97367743024373,0.0
mc456_mc_100mln_my_params_tiss_id_4_g_0_7__cube,0.929495747423532,0.0,9931934151825.0,0.0,24165310795066.0,0.0,None,None,None,None,None,None,0.09859415098193502,0.3139970556899141,0.09859415098193502,0.3139970556899141,0.501201016491729,0.0,0.5065898970929626,0.0,0.2562404835390946,0.0,115621.04694523492,0.0,0.7243896156812015,0.0,122.02227362570594,0.0,207.47944783510084,0.0
mc456_mc_100mln_my_params_tiss_id_4_g_0_8__cube,0.9413287332234239,0.0,11532375453793.0,0.0,26764587088842.0,0.0,None,None,None,None,None,None,0.053762511531838,0.2318674438808476,0.053762511531838,0.2318674438808476,0.5025905513624033,0.0,0.5065898970929626,0.0,0.16444817386831276,0.0,82997.88297484646,0.0,0.8015677516600805,0.0,120.01954447096243,0.0,248.39883207142793,0.0
mc456_mc_100mln_my_params_tiss_id_4_g_0_9__cube,0.9799760394451759,0.0,6045910319.0,0.9663834441162394,30233239302728.5,0.9863633746594871,19.727734266465,1.0,None,None,None,None,0.0032402322187584163,0.05692303768034886,0.0032402322187584163,0.05692303768034886,0.5065898970929626,0.0,0.5065898970929626,0.0,5.8513374485646974e-05,1.0,0.027951560969192053,0.8672227555541625,0.9799591722936839,0.0,-0.126761249639774,0.8991293682070166,-0.8954233076374416,0.3705608735445931
mc456_mc_100mln_my_params_tiss_id_4_g_0__cube,0.9084410979626433,0.0,4897794128190.0,0.0,14962639352963.0,0.0,None,None,None,None,None,None,0.2174894233710466,0.4663576131801073,0.2174894233710466,0.4663576131801073,0.5000155476774623,0.0,0.5065898970929626,0.0,0.5166156121399178,0.0,21267.354403869533,0.0,0.5650419901923638,0.0,-116.73475779738679,0.0,-158.09878787675237,0.0
mc456_mc_100mln_my_params_tiss_id_4_g_1__cube,None,None,0.0,0.0,0.0,0.0,None,None,None,None,None,None,0.12929502855031177,0.3595761790640639,0.12929502855031177,0.3595761790640639,0.5,0.0,0.5065898970929626,0.0,1.0,0.0,3104300.6853226842,0.0,None,None,-2160.185018799892,0.0,-2160.185018799892,0.0
