Name,Sum,Avg,ks_normal,ks_normal pval,ks_normal log,ks_normal log pval,ks_normal tan,ks_normal tan pval,ks yeo-johnson,ks yeo-johnson pval,ks quantile,ks quantile pval,skew,kurtosis,q0,q0_25,q0_50,q0_75,q1,std,variance,Overflow,perc_in,n_photons,non_zero_vals,zero_vals
random_cube,5735.091843660123,0.13275675564028064,0.05947404021825309,2.8502880880197802e-133,0.14080686364048045,0.0,0.06336354476095091,3.1333786776729385e-151,0.38979019716650565,0.0,0.11293850326668187,0.0,0.0037329506627034373,-1.2034112577900922,2.2275924546322556e-05,0.06623606708129197,0.1323978225231352,0.1996956908897115,0.26566036444186925,0.07676639360846914,0.005893079187650411,0.0,100.0,100000000,43200,0
mc456_mc_100k_my_params_cube,52868.24482421626,1.2238019635235244,0.4448897235596648,0.0,0.3096302352470269,0.0,0.34735347166435443,0.0,0.30509662533839693,0.0,0.3291907080528537,0.0,19.533017908872132,473.4184493283209,0.0,0.0,0.019115729739775357,0.5319228863129682,290.35128825767885,8.83080454909767,77.98310898436408,2291941.9610414337,2.254691859151923,100000,22311,20889
mc456_mc_100mln_my_params_cube,52826.02082041739,1.2228245560281803,0.4453401733306405,0.0,0.046133813773142456,2.4484327052893454e-80,0.2529609498276225,0.0,0.09121416519513281,3.18976837e-313,0.2436105707462498,0.0,19.655981338491763,476.1107202357581,0.012404541809595123,0.06371588522845159,0.19648519158925293,0.4775440321530739,282.2641320327638,8.804174414060325,77.51348711319447,2291495.2982617994,2.2533609360809956,100000000,43200,0
mc456_mc_10k_my_params_cube,52248.02967643029,1.2094451313988492,0.4476287462161804,0.0,0.5246401180483526,0.0,0.530060032074067,0.0,0.5289443200354267,0.0,0.5293667454137736,0.0,19.467145183828247,494.71471326033884,0.0,0.0,0.0,0.0,361.9681578478731,9.18650074330256,84.39179590669849,2287842.4343289994,2.23273546386748,10000,4783,38417
mc456_mc_10mln_my_params_cube,52846.0565492916,1.2232883460484167,0.44497275281912985,0.0,0.039289569729730356,2.2225617975054385e-58,0.296274893006429,0.0,0.09082997851085745,1.3737487091527e-310,0.24298474659979152,0.0,19.656875266633964,476.3895276819979,0.003674095196541068,0.0631808796348848,0.19478002249327622,0.47800444932731445,284.3057328115238,8.80420567601169,77.51403758551646,2291877.2777909255,2.2538290882903667,10000000,43200,0
mc456_mc_1mln_my_params_cube,52946.69037762535,1.2256178328154017,0.44479816042077214,0.0,0.04483011152001165,6.969396356836353e-76,0.5386437675964723,0.0,0.07803315647691861,3.0554124043470043e-229,0.22932164514230607,0.0,19.69093745201508,478.7760080681494,0.0,0.05783243262780681,0.18258244885544467,0.4918029675861606,291.02988152605064,8.829143922409083,77.95378240261323,2292212.9505793513,2.2577009024434553,1000000,42130,1070
mc456_p_100k_my_params_tiss_id_4_g_0_9_ls_down_cube,52867.88812688645,1.22379370664089,0.44488992237253755,0.0,0.3096176909058537,0.0,0.3472101231405736,0.0,0.3049785696314609,0.0,0.32900016862415266,0.0,19.532984707848914,473.4191456488616,0.0,0.0,0.019027942606599547,0.5319228863129682,290.35128825767885,8.830777030612863,77.98262296439974,2291941.8547219355,2.2546770921658963,100000,22310,20890
mc456_p_10k_my_params_tiss_id_4_g_0_9_ls_down_cube,52248.02967643029,1.2094451313988492,0.4476287462161804,0.0,0.5246859653086708,0.0,0.5300104753586814,0.0,0.5288446364474364,0.0,0.5294030703629886,0.0,19.467145183828247,494.71471326033884,0.0,0.0,0.0,0.0,361.9681578478731,9.18650074330256,84.39179590669849,2287842.4343289994,2.23273546386748,10000,4783,38417
mc456_p_10mln_my_params_tiss_id_4_g_0_9_ls_down_cube,52846.07124489543,1.2232886862244312,0.4449727297248923,0.0,0.03906341070585129,1.028696373321597e-57,0.29635867205291727,0.0,0.09107793026284783,2.748689981456e-312,0.243162648777841,0.0,19.656877344225585,476.3896501880261,0.003674095196541068,0.0631808796348848,0.19478002249327622,0.47794752594985435,284.3057328115238,8.804204414713439,77.51401537605962,2291877.24128644,2.25382973600597,10000000,43200,0
mc456_p_1mln_my_params_tiss_id_4_g_0_9_ls_down_cube,52946.63001531447,1.2256164355396868,0.4447982125783459,0.0,0.04502651805468999,1.5146900136019022e-76,0.5386031327911126,0.0,0.07795761458120865,8.481181452374938e-229,0.2284252871219217,0.0,19.69092986249246,478.7759073512427,0.0,0.05783243262780681,0.18259216661094274,0.4918029675861606,291.02988152605064,8.829142252695178,77.95375291832727,2292212.845824917,2.257698487491755,1000000,42131,1069
