name,corr spearman,pval spearman,t_stat,t_pval,u_stat,u_pval,chi2_flat_stat,chi2_flat_pval,chi2_2d_stat,chi2_2d_pval,chi2_3d_stat,chi2_3d_pval,MSE,RMSE,MSE raw,RMSE raw,ks_stat1,ks_pval1,ks_stat2,ks_pval2,ks_test_eq,ks_pval_eq,levene_stat,levene_pval,corr_pearson,pval_pearson,ttind_stat,ttind_pval,ttrel_stat,ttrel_pval
random_cube,-0.0014904373112713397,0.7567337478196158,335592684.0,0.0,865288544.0,1.897421032118894e-76,None,None,None,None,None,None,0.11418928567632392,0.33791905195819294,0.11418928567632392,0.33791905195819294,0.5475584808158706,0.0,0.5072041783740369,0.0,0.5052083333333334,0.0,18361.838695638944,0.0,0.00044158429640536994,0.9268736918224795,-76.85964675509791,0.0,-76.86021816003938,0.0
mati-sim 100k_my_params_cube,0.9480671091519023,0.0,37793802.0,0.0,782639226.0,0.0,None,None,None,None,None,None,0.012392680667341194,0.11132241763158575,0.012392680667341194,0.11132241763158575,0.5013579605867101,0.0,0.5072041783740369,0.0,0.146875,0.0,67.79617879956244,1.837982034937139e-16,0.9450259015517194,0.0,-18.942912581917845,7.340994906477387e-80,-80.27271217807537,0.0
mati-sim 100mln_my_params_cube,0.9658471117121818,0.0,17484272.0,0.0,786523015.0,0.0,None,None,None,None,None,None,0.010352729195198999,0.10174836212538754,0.010352729195198999,0.10174836212538754,0.502268683136074,0.0,0.5072041783740369,0.0,0.1412962962962963,0.0,67.06173410350836,2.666843013229892e-16,0.9547932060073403,0.0,-18.450728991166187,7.202185556344787e-76,-86.14337792829748,0.0
mati-sim 10k_my_params_cube,0.8882186685379526,0.0,182645165.0,0.0,753524821.0,0.0,None,None,None,None,None,None,0.021051820634294463,0.1450924554699329,0.021051820634294463,0.1450924554699329,0.5,0.0,0.5072041783740369,0.0,0.20412037037037037,0.0,28.133699910603948,1.1349494075144955e-07,0.9024385924686487,0.0,-20.27482953007904,3.501086950730019e-91,-64.85225877571571,0.0
mati-sim 10mln_my_params_cube,0.9651680475822665,0.0,17426935.0,0.0,786352292.0,0.0,None,None,None,None,None,None,0.010230838463439288,0.10114760730456894,0.010230838463439288,0.10114760730456894,0.5022558219846336,0.0,0.5072041783740369,0.0,0.14131944444444447,0.0,70.26484697069776,5.262047842826648e-17,0.955718218981503,0.0,-18.629992700206653,2.6037479773703226e-77,-87.7270708078676,0.0
mati-sim 1mln_my_params_cube,0.9610199594723732,0.0,19390885.0,0.0,786496594.0,0.0,None,None,None,None,None,None,0.0108763550956109,0.10428976505684007,0.0108763550956109,0.10428976505684007,0.502147038599914,0.0,0.5072041783740369,0.0,0.14236111111111113,0.0,66.08986697032708,4.3646754717903613e-16,0.9520918716779805,0.0,-18.4046479595952,1.6822263994078142e-75,-83.50684381994077,0.0
mc456_mc_100k_my_params_cube,0.9563314944094417,0.0,464723026.0,0.4759302918797359,929596073.0,0.33638422350238695,None,None,None,None,None,None,0.007876097939435505,0.08874738271879068,0.007876097939435505,0.08874738271879068,0.5057197504624639,0.0,0.5072041783740369,0.0,0.018194444444444444,1.215053964431138e-06,0.05291204014928244,0.8180719766295462,0.9608636353528307,0.0,-0.18111657116381422,0.8562765026360651,-0.9155132553338825,0.359927357286586
mc456_mc_100mln_my_params_cube,0.979563556706614,0.0,182575.0,0.5610726330691411,932976897.0,0.9688595794419367,None,None,None,None,None,None,0.003418271158827589,0.058465982920221135,0.003418271158827589,0.058465982920221135,0.5072041783740369,0.0,0.5072041783740369,0.0,0.0005787037037037202,1.0,0.006221672609995613,0.9371301790268493,0.9829203718404107,0.0,-0.08421613758157782,0.932884782952741,-0.6443626264424117,0.5193437350625467
mc456_mc_10k_my_params_cube,0.8923094476508506,0.0,450195085.0,2.6551634858026866e-10,906312651.0,2.610538275376358e-13,None,None,None,None,None,None,0.02137802406663801,0.1462122568960551,0.02137802406663801,0.1462122568960551,0.5003655497141858,0.0,0.5072041783740369,0.0,0.08252314814814815,2.0752363482026694e-128,18.69188302079803,1.5380680930919287e-05,0.8976890651286407,0.0,0.42148798706045054,0.673399830011392,1.3142713134031345,0.1887618955445365
mc456_mc_10mln_my_params_cube,0.9768413724474695,0.0,454657191.0,4.302245020753035e-06,932759604.0,0.9216808971425804,None,None,None,None,None,None,0.00467401589441123,0.06836677478432948,0.00467401589441123,0.06836677478432948,0.5071911381094512,0.0,0.5072041783740369,0.0,0.0017129629629629717,0.9999999585663816,0.0043305869151445886,0.9475314801098658,0.9767805679455934,0.0,-0.0670775697446087,0.9465201056330719,-0.4402013179983974,0.659793507666523
mc456_mc_1mln_my_params_cube,0.9707572088394856,0.0,459331037.0,0.005221040032589534,932008795.0,0.7617841096355598,None,None,None,None,None,None,0.005521783635181203,0.07430870497580484,0.005521783635181203,0.07430870497580484,0.5069766122364132,0.0,0.5072041783740369,0.0,0.0040046296296296306,0.8776365770376946,0.005870920615740184,0.9389244876548102,0.972543543147535,0.0,-0.01632217913286142,0.9869774011969779,-0.09850378229054137,0.9215327257642705
