Name,Sum,Avg,ks_normal,ks_normal pval,ks_normal log,ks_normal log pval,ks_normal tan,ks_normal tan pval,ks yeo-johnson,ks yeo-johnson pval,ks quantile,ks quantile pval,skew,kurtosis,q0,q0_25,q0_50,q0_75,q1,std,variance,Overflow,perc_in,n_photons,non_zero_vals,zero_vals
random_cube,5738.194859533774,0.13282858471142997,0.002722824962684278,0.9050429603809589,0.015495757269584298,1.932556026525897e-09,0.011447213714249838,2.4022974870478676e-05,0.079865829813686,3.944952327683155e-240,0.030488083282673606,2.550536300626023e-35,0.0006075323297499004,-0.03627186039713015,0.1089796930099978,0.1289618921077687,0.1328379657290093,0.13671895936074335,0.15585234318313576,0.005757739015120208,3.315155856623742e-05,0.0,100.0,100000000,43200,0
mc456_my_100mln_cube,13215.353188143426,0.30591095342924596,0.393211783652214,0.0,0.048368288482354166,2.8637692841725247e-88,0.20124082333456167,0.0,0.08614561877466032,2.266635103217321e-279,0.1821031589666603,0.0,37.288130476993395,2013.0810173636166,0.014417031041009705,0.053561533155473365,0.14813125821988393,0.3069355761294543,77.6816847520327,1.075791254744502,1.15732682378475,2291495.2982617994,0.5734061748631814,100000000,43200,0
mc456_my_1mln_cube,13210.827680864564,0.30580619631630934,0.3925941474812729,0.0,0.048540576883134845,6.756803743135514e-89,0.20165943326158964,0.0,0.08605649010272232,8.574772184344777e-279,0.18345657502656643,0.0,37.28772529937021,2013.829045823989,0.011330672557883968,0.05345600300696738,0.1478519216188845,0.3075663399962365,77.74738968634185,1.0749873266050252,1.155597752361419,2292212.9505793513,0.5730325073177693,1000000,43200,0
mati_my_100mln_cub,11511.00077576097,0.2664583512907632,0.40883784179656874,0.0,0.03591555754762535,7.498861958349002e-49,0.23083468560332912,0.0,0.09476682790590316,0.0,0.15961248961965735,0.0,42.59097771071445,2430.606679272046,0.0025497020278594604,0.033169087710370776,0.10256588718072608,0.25297314672548954,80.93245246313612,1.1444465992262136,1.3097580184804456,2598290.1309933923,0.4410681195451011,100000000,43200,0
mati_my_1mln_cube,11507.439038781888,0.2663759036755067,0.40860481835330537,0.0,0.03516299337748996,7.646851706175366e-47,0.2330801435092613,0.0,0.09450343060717975,0.0,0.16025566846596484,0.0,42.57187336740619,2428.9598531572956,0.0012506458798822655,0.032837074520930355,0.10242380848925216,0.25282960260648174,80.84149717937375,1.144427074849552,1.309713329648702,2598931.243291973,0.44082395486521675,1000000,43200,0
p_my_10mln_cube,13212.944636690314,0.3058551999233869,0.3931419408057243,0.0,0.04841609603591507,1.9192164616987e-88,0.20126718978394115,0.0,0.08671035102752594,4.787429797676008e-283,0.18217942405310117,0.0,37.28469232889838,2012.6753114115497,0.013761484723013237,0.05338264010806678,0.1483561576674384,0.30720459505935277,77.68101576989687,1.0756466577473156,1.1570157323229706,2291877.24128644,0.573207274812064,10000000,43200,0
mc456_my_10mln_cube,13212.944433887618,0.30585519522888005,0.3931419402469557,0.0,0.04827100759072406,6.457898151969827e-88,0.2016342024743193,0.0,0.08687038243956174,4.3074623383547924e-284,0.18167578449174748,0.0,37.28469198913905,2012.6753740560328,0.013761484723013237,0.0533815463174688,0.14836029612289525,0.30720199717825,77.68101576989687,1.075646634658732,1.1570156826526556,2291877.2777909255,0.5732072569868797,10000000,43200,0
mc456_org_100mln_cube,4079.558056679816,0.09443421427499575,0.4606562749304211,0.0,0.161383040276445,0.0,0.4557980579706157,0.0,0.36235643800723216,0.0,0.31981824493156225,0.0,33.28198043233235,1742.8814550494485,0.0,0.0,4.872848963667254e-06,0.000872261620374741,73.457740154022,0.9560005496490626,0.9139370509293098,298558.5651111393,1.3479987299609364,100000000,30946,12254
mc456_org_1mln_cube,4079.1149956661757,0.09442395823301332,0.4606653541633594,0.0,0.2751293815991688,0.0,0.36074348875991624,0.0,0.3624661166177031,0.0,0.3168564040450606,0.0,33.290104649932914,1744.5789581308015,0.0,0.0,4.184693850646044e-06,0.0008743855468863503,73.51586216127588,0.9561180823484872,0.9141617873937484,298638.897135084,1.347496624648923,1000000,23441,19759
mati_org_10mln_cube,2977.573683065077,0.06892531673761752,0.4682077395385081,0.0,0.22715816475874795,0.0,0.40041183777887784,0.0,0.37742368908344515,0.0,0.3065419337750836,0.0,50.22729255441391,3981.063992370601,0.0,0.0,2.9337575009309262e-06,0.0004575023722972581,90.22639380649318,0.8639865228142842,0.7464727116047176,496911.81174073776,0.5956465109857675,10000000,26715,16485
mati_org_1mln_cube,2978.9527355639098,0.06895723924916458,0.4681909188399745,0.0,0.2882734246752766,0.0,0.34925283057601647,0.0,0.37764194561830705,0.0,0.330059524471566,0.0,50.2347817401979,3980.375888394816,0.0,0.0,1.7535059938065495e-06,0.0004518959842785299,90.17058465675001,0.8639286146835385,0.7463726512690181,496663.5823155503,0.5962168003288908,1000000,22467,20733
